236,,10,169,68,175,108
237,135,,722,41,706,
238,775,,391,19,686,
239,,2,834,24,384,68
240,90,,49,23,314,
241,,1,824,31,757,101
242,932,,201,61,565,
243,,8,455,23,893,171
244,455,,838,66,405,
245,,7,912,82,211,161
246,804,,66,84,495,
247,733,,541,12,974,
248,277,,180,73,853,
249,,3,102,89,705,153
250,,7,44,67,542,66
251,669,,466,32,773,
252,532,,205,70,909,
253,,3,374,28,773,100
254,542,,21,13,559,
255,1000,,414,55,973,
256,1000,,453,79,717,
257,7,,536,55,17,
258,785,,541,80,257,
259,,8,916,51,306,127
260,,9,619,12,671,84
261,738,,495,91,158,
262,108,,225,76,977,
263,421,,537,80,742,
264,,9,818,15,491,122
265,,7,466,30,376,107
266,,7,86,36,733,157
267,343,,466,27,575,
268,,5,871,64,519,165
269,,2,269,80,918,160
270,44,,859,80,412,
271,443,,621,39,823,
272,650,,229,4,583,
273,767,,523,79,365,
274,,5,534,28,144,125
275,,9,915,77,417,52
276,,10,270,64,401,92
277,48,,782,12,255,
278,,9,257,55,96,164
279,562,,674,14,669,
280,,7,468,44,397,66
281,543,,964,87,660,
282,872,,624,51,449,
283,542,,936,78,439,
284,437,,146,54,752,
285,,3,213,59,866,175
286,,5,125,92,979,83
287,608,,870,53,272,
288,440,,485,29,257,
289,,5,0,12,523,54
290,,4,871,13,695,172
291,904,,308,74,902,
292,161,,320,100,859,
293,,9,314,35,563,148
294,,8,10,14,839,175
295,,7,896,92,611,183
296,185,,411,69,344,
297,821,,637,46,492,
298,,8,355,26,317,67
299,55,,309,85,144,
300,255,,282,40,554,
301,13,,782,2,279,
302,425,,573,8,371,
303,476,,479,32,462,
304,123,,161,11,467,
305,561,,160,61,548,
306,,2,971,59,589,85
307,,10,415,69,588,142
308,,8,72,72,340,59
309,558,,600,90,677,
310,,1,776,96,914,138
311,784,,789,87,57,
312,776,,593,18,209,
313,,6,185,31,141,159
314,735,,525,85,618,
315,,1,985,20,394,123
316,47,,807,73,206,
317,627,,80,88,182,
318,,7,486,96,169,169
319,458,,924,87,361,
320,,4,816,64,783,143
321,,6,632,50,229,148
322,,7,218,36,291,199
323,787,,686,84,28,
324,,7,60,7,291,179
325,,1,84,8,125,121
326,,10,748,62,193,69
327,590,,858,95,976,
328,,1,648,86,227,151
329,69,,858,48,891,
330,,1,872,32,558,159
331,,8,849,45,957,179
332,,3,942,93,599,130
333,,4,40,9,720,122
334,,9,909,81,898,93
335,585,,13,27,715,
336,,9,291,54,276,184
337,106,,583,70,322,
338,418,,260,67,36,
339,681,,540,55,176,
340,285,,15,81,25,
341,566,,384,92,355,
342,,8,784,9,322,196
343,,3,879,12,461,198
344,,3,802,45,355,189
345,,4,907,43,24,159
346,,5,206,29,353,51
347,,8,272,5,866,177
348,,4,689,15,742,166
349,,3,739,63,926,95
350,,8,735,19,902,119
351,,3,972,51,749,179
352,,9,915,3,982,162
353,,5,381,82,773,186
354,,8,739,37,427,60
355,816,,330,0,185,
356,160,,859,78,392,
357,,1,82,66,118,195
358,16,,584,72,656,
359,661,,350,64,520,
360,,1,656,19,29,157
361,835,,161,48,691,
362,91,,74,35,281,
363,156,,96,30,622,
364,,8,612,37,811,184
365,,5,873,93,456,88
366,974,,94,93,897,
367,574,,827,86,16,
368,633,,717,57,913,
369,,8,459,25,779,180
370,952,,716,77,128,
371,,9,76,35,497,77
372,,1,661,100,179,58
373,294,,189,5,849,
374,,3,704,36,668,54
375,908,,996,10,190,
376,,3,735,48,313,158
377,,9,673,33,966,116
378,543,,221,54,141,
379,,1,676,81,855,80
380,,3,330,40,375,55
381,871,,118,26,4,
382,448,,22,22,649,
383,,7,97,58,634,200
384,,4,801,61,353,197
385,,3,674,26,995,81
386,,6,839,58,291,77
387,855,,261,25,824,
388,236,,663,50,302,
389,749,,662,47,843,
390,,1,825,37,25,136
391,887,,521,45,787,
392,,4,725,41,716,191
393,206,,693,6,884,
394,,5,946,72,852,76
395,538,,940,69,501,
396,736,,181,35,522,
397,,4,483,11,885,166
398,,1,717,53,658,180
399,,6,512,21,426,84
400,,8,979,48,484,197
401,816,,243,97,945,
402,,3,267,55,490,190
403,,3,9,84,551,95
404,,3,66,95,355,190
405,,3,13,69,613,165
406,,5,648,67,596,106
407,,8,898,29,219,162
408,,4,501,80,238,177
409,,6,838,45,389,181
410,97,,905,59,623,
411,112,,702,28,139,
412,785,,951,56,751,
413,,2,801,73,764,159
414,,6,217,79,357,82
415,,10,561,0,954,105
416,292,,630,19,871,
417,,4,659,1,20,133
418,528,,649,64,559,
419,,1,175,6,44,161
420,187,,15,98,834,
421,439,,686,65,410,
422,469,,274,19,592,
423,487,,57,48,915,
424,,10,994,59,742,100
425,,3,364,59,425,80
426,,1,712,26,214,195
427,556,,131,48,96,
428,432,,693,62,280,
429,824,,116,25,510,
430,,8,334,96,178,59
431,6,,183,40,758,
432,,8,254,72,303,116
433,72,,394,85,337,
434,,6,897,74,375,171
435,237,,801,49,885,
436,,1,268,40,700,113
437,351,,570,10,257,
438,148,,508,87,762,
439,675,,678,39,711,
440,,1,293,27,671,76
441,,9,977,55,247,144
442,,1,484,41,161,67
443,,10,834,58,929,98
444,473,,667,5,853,
445,,7,376,19,522,73
446,588,,601,94,519,
447,,7,914,18,786,58
448,,8,625,46,920,152
449,16,,135,30,658,
450,888,,259,75,522,
451,728,,637,26,683,
452,,2,990,53,668,137
453,,2,512,99,607,172
454,775,,495,45,914,
455,,4,342,18,73,130
456,,7,964,46,768,76
457,682,,912,1,157,
458,921,,261,81,58,
459,,7,670,39,969,60
460,379,,792,98,459,
461,628,,497,2,227,
462,827,,1000,36,357,
463,51,,311,8,897,
464,,1,899,60,556,61
465,,9,241,60,997,173
466,,1,76,67,772,138
467,221,,973,51,868,
468,,6,675,81,311,89
469,,6,666,43,192,107
470,239,,405,48,421,
471,272,,540,25,196,
472,243,,727,37,565,
473,844,,829,54,472,
474,646,,229,2,164,
475,736,,33,83,308,
476,,3,278,38,279,136
477,,1,179,50,526,171
478,654,,171,56,272,
479,,7,246,68,607,127
480,359,,241,2,107,
481,39,,918,91,288,
482,,7,910,73,437,135
483,452,,75,18,532,
484,,1,330,94,568,115
485,331,,675,66,430,
486,185,,136,86,399,
487,96,,39,16,205,
488,973,,583,39,758,
489,,10,656,48,48,55
490,926,,41,80,130,
491,,9,197,1,457,52
492,,1,242,12,276,115
493,,5,142,26,671,169
494,,3,169,50,126,148
495,,2,198,53,693,77
496,683,,619,38,103,
497,,9,63,91,296,98
498,176,,90,82,584,
499,,5,453,95,490,54
500,,10,740,65,499,67
501,357,,11,54,501,
502,300,,793,57,576,
503,,6,229,3,957,121
504,223,,722,69,170,
505,,6,328,62,441,158
506,,8,661,30,379,100
507,549,,940,53,560,
508,,2,642,7,553,143
509,,10,938,1,483,122
510,943,,756,94,258,
511,,1,163,9,956,167
512,923,,951,78,534,
513,759,,844,91,22,
514,,1,108,48,432,110
515,,5,752,39,949,158
516,,10,498,5,884,119
517,,2,858,67,516,166
518,714,,24,9,479,
519,779,,618,31,774,
520,367,,507,38,649,
521,680,,849,71,452,
522,,9,374,43,104,162
523,252,,652,49,625,
524,650,,104,16,744,
525,586,,774,55,828,
526,,9,379,92,620,121
527,,3,387,63,998,147
528,,9,647,57,762,187
529,265,,262,67,913,
530,,9,805,21,167,80
531,645,,976,85,687,
532,150,,190,18,900,
533,420,,464,53,567,
534,,6,870,10,646,117
535,418,,83,82,860,
536,481,,609,26,497,
537,910,,313,41,796,
538,,7,316,39,220,176
539,,10,421,60,721,96
540,438,,971,38,853,
541,777,,220,61,364,
542,,2,871,24,844,195
543,768,,771,40,266,
544,,8,769,20,132,149
545,944,,566,21,543,
546,523,,742,56,370,
547,,3,437,93,265,154
548,,5,842,33,170,191
549,800,,581,46,807,
550,,4,555,48,948,60
551,,1,991,44,46,115
552,244,,673,89,782,
553,,8,880,33,818,185
554,,2,147,77,26,175
555,336,,158,6,513,
556,,10,774,91,610,189
557,,6,957,60,678,141
558,254,,960,1,902,
559,966,,449,69,856,
560,,6,738,97,512,106
561,1000,,889,53,572,
562,,8,306,91,709,70
563,,4,836,11,674,173
564,846,,364,16,180,
565,712,,613,35,832,
566,,1,203,27,884,129
567,,3,303,21,701,100
568,527,,165,10,728,
569,982,,23,5,88,
570,342,,345,45,343,
571,701,,312,63,479,
572,481,,523,73,473,
573,,1,276,60,528,150
574,617,,901,82,885,
575,86,,287,7,63,
576,282,,14,2,661,
577,28,,49,36,59,
578,518,,199,10,801,
579,708,,918,11,640,
580,830,,675,93,623,
581,164,,217,45,926,
582,733,,542,3,837,
583,,8,917,5,283,55
584,,4,868,86,859,74
585,,5,417,93,981,184
586,,10,997,13,45,159
587,166,,720,53,808,
588,272,,256,21,605,
589,,8,420,36,482,178
590,416,,873,60,547,
591,,9,795,7,56,133
592,124,,719,14,616,
593,,10,730,49,197,109
594,483,,874,42,976,
595,992,,155,82,745,
596,,1,318,62,534,142
597,,4,444,81,123,79
598,30,,266,77,809,
599,,8,149,18,819,164
600,44,,878,80,431,
601,969,,666,60,705,
602,,10,862,58,557,127
603,707,,921,48,554,
604,,6,505,60,793,142
605,940,,604,29,751,
606,,4,467,36,114,180
607,,7,976,53,599,52
608,,7,453,86,724,144
609,452,,571,46,579,
610,679,,775,91,27,
611,778,,109,54,872,
612,711,,89,74,989,
613,,2,640,91,764,169
614,,7,114,23,463,155
615,,3,459,53,55,73
616,,9,6,40,352,51
617,58,,379,64,927,
618,634,,398,41,438,
619,,7,921,61,341,153
620,199,,247,99,519,
621,,6,828,58,16,179
622,604,,284,6,364,
623,,4,307,72,334,73
624,632,,621,70,431,
625,640,,998,84,432,
626,,10,407,65,898,54
627,,7,117,90,959,169
628,,8,780,25,693,107
629,,9,600,23,165,131
630,801,,411,79,665,
631,50,,318,87,800,
632,,3,147,8,79,110
633,,3,313,29,203,186
634,,2,643,42,913,142
635,,1,83,55,71,93
636,,10,527,24,102,79
637,205,,296,15,888,
638,,1,371,8,656,163
639,,3,760,99,201,137
640,,8,775,37,95,109
641,484,,212,21,826,
642,228,,764,24,626,
643,234,,685,45,492,
644,,9,865,86,608,193
645,270,,778,57,78,
646,383,,597,59,86,
647,486,,200,38,242,
648,,8,622,25,164,195
649,628,,991,59,164,
650,398,,890,48,117,
651,283,,970,34,577,
652,,9,678,68,287,184
653,397,,579,11,254,
654,646,,688,60,718,
655,432,,471,90,765,
656,,2,976,77,613,143
657,,4,469,54,825,117
658,,4,270,79,201,90
659,,9,725,38,490,115
660,,10,405,69,846,192
661,633,,330,100,630,
662,,8,429,53,453,114
663,618,,728,78,100,
664,,9,327,54,644,138
665,,2,248,68,619,118
666,,7,22,66,779,50
667,,2,791,86,563,182
668,,3,722,99,57,171
669,520,,422,46,319,
670,199,,49,45,438,
671,59,,982,70,787,
672,,6,382,31,400,54
673,,3,123,56,561,63
674,,2,669,51,355,188
675,,6,36,32,789,70
676,98,,652,97,399,
677,,1,721,13,444,74
678,,4,737,56,259,185
679,,8,333,63,732,50
680,,7,344,75,945,200
681,,1,802,70,360,93
682,661,,521,48,910,
683,136,,98,42,670,
684,,1,592,45,476,136
685,933,,728,54,83,
686,280,,187,4,80,
687,,5,977,17,575,200
688,595,,891,83,760,
689,978,,693,30,241,
690,551,,440,32,939,
691,,7,493,39,552,124
692,,5,846,65,453,176
693,,1,279,40,161,159
694,265,,137,23,951,
695,,1,630,89,396,58
696,973,,692,7,177,
697,175,,828,79,39,
698,802,,209,97,36,
699,,3,952,74,446,159
700,,3,659,98,472,148
701,577,,752,75,365,
702,,1,783,58,777,161
703,448,,378,81,831,
704,,2,306,24,597,177
705,596,,442,63,648,
706,383,,285,32,659,
707,59,,432,57,917,
708,412,,125,2,383,
709,,1,236,58,772,171
710,850,,137,2,171,
711,754,,211,64,995,
712,,5,107,57,379,63
713,,1,224,15,483,186
714,,2,980,79,798,168
715,,6,54,40,934,69
716,145,,496,51,827,
717,164,,522,0,746,
718,,10,436,30,579,112
719,,1,509,0,654,125
720,,7,795,41,538,90
721,711,,679,15,741,
722,12,,447,27,200,
723,353,,391,80,179,
724,48,,604,95,413,
725,655,,852,60,530,
726,,3,867,96,73,86
727,969,,894,46,911,
728,,8,522,24,0,73
729,,3,322,0,786,160
730,,2,885,23,296,175
731,812,,985,61,633,
732,,2,174,64,954,141
733,,3,634,61,360,180
734,122,,794,80,396,
735,,9,948,84,166,123
736,725,,104,23,515,
737,,5,701,44,31,104
738,,8,211,60,286,90
739,530,,567,46,539,
740,,10,818,56,134,137
741,282,,943,96,531,
742,,4,942,20,862,95
743,,9,362,86,664,165
744,718,,327,38,14,
745,596,,569,14,585,
746,,4,110,28,715,145
747,626,,779,75,213,
748,,1,862,79,552,52
749,740,,44,18,121,
750,,3,50,50,258,119
751,,4,974,82,604,192
752,,7,937,29,701,63
753,,10,471,99,496,191
754,67,,348,46,111,
755,,5,263,4,373,160
756,,2,538,97,911,78
757,347,,490,78,219,
758,151,,949,17,757,
759,796,,157,59,124,
760,999,,338,84,198,
761,,4,362,90,569,111
762,,9,75,56,22,164
763,,2,428,16,425,103
764,786,,238,7,314,
765,508,,717,11,342,
766,,4,77,99,214,56
767,,7,947,89,62,124
768,68,,530,79,865,
769,,5,185,25,995,144
770,,8,29,18,738,128
771,,9,745,27,770,132
772,,7,509,22,120,120
773,,6,270,54,262,118
774,,4,321,45,337,96
775,918,,830,4,207,
776,,2,39,19,844,189
777,,7,88,34,953,139
778,,7,472,40,556,189
779,,4,155,82,406,107
780,,8,285,62,71,199
781,723,,456,29,588,
782,,10,797,22,371,137
783,,6,192,97,452,74
784,,6,372,8,982,56
785,430,,424,41,284,
786,,6,415,14,990,89
787,,3,837,17,379,184
788,,9,89,0,202,91
789,,4,305,73,258,108
790,,10,35,27,103,50
791,,10,938,92,377,134
792,,4,247,66,794,177
793,983,,817,20,163,
794,,6,638,84,524,58
795,999,,33,72,321,
796,280,,293,79,173,
797,,4,626,91,757,64
798,641,,623,48,980,
799,,2,622,88,430,178
800,,1,391,42,716,139
801,,10,603,22,382,147
802,,10,168,24,388,111
803,,4,834,26,874,137
804,719,,394,35,227,
805,742,,483,92,533,
806,,9,76,8,888,89
807,,8,320,70,592,109
808,586,,571,39,604,
809,415,,290,42,185,
810,,10,87,5,696,106
811,233,,686,65,376,
812,873,,460,80,775,
813,,2,308,92,915,72
814,,3,464,15,696,139
815,182,,826,75,831,
816,,3,622,81,318,131
817,,9,515,26,658,120
818,,8,609,82,351,154
819,,8,722,42,419,57
820,,3,311,98,444,139
821,879,,569,28,705,
822,571,,385,22,410,
823,239,,800,72,151,
824,,6,602,61,154,89
825,,4,551,70,243,120
826,,4,813,51,621,144
827,49,,110,80,27,
828,,4,30,67,288,83
829,160,,673,99,45,
830,,3,609,35,15,64
831,,3,843,7,279,132
832,,5,687,56,346,157
833,383,,732,67,656,
834,,2,844,24,71,192
835,329,,212,15,513,
836,159,,666,52,513,
837,,9,334,92,418,85
838,762,,2,38,719,
839,497,,818,72,994,
840,,6,51,75,594,189
841,,7,915,59,457,189
842,201,,90,88,701,
843,,2,221,66,883,99
844,314,,852,20,269,
845,,5,541,93,645,71
846,997,,55,78,383,
847,428,,156,87,318,
848,236,,943,54,530,
849,,7,748,76,507,140
850,427,,938,4,655,
851,760,,804,51,212,
852,623,,888,40,980,
853,,8,247,54,699,162
854,75,,639,88,550,
855,855,,500,31,386,
856,416,,696,96,796,
857,405,,404,39,151,
858,340,,761,38,215,
859,93,,493,65,417,
860,659,,1,99,745,
861,,5,325,44,1,59
862,,6,839,98,658,158
863,,4,962,20,957,157
864,,2,229,90,486,61
865,694,,928,71,418,
866,436,,177,8,735,
867,,5,848,25,324,158
868,,7,321,66,956,114
869,589,,367,90,12,
870,,1,993,94,955,192
871,,4,19,82,981,153
872,,4,561,30,171,91
873,,8,536,25,756,129
874,535,,492,3,49,
875,,7,736,38,521,100
876,,7,20,60,248,120
877,,2,972,4,708,110
878,,3,231,55,438,112
879,298,,931,19,270,
880,289,,955,89,149,
881,,9,804,47,701,127
882,575,,773,21,637,
883,764,,684,20,358,
884,316,,686,93,8,
885,724,,413,17,233,
886,,1,622,9,544,195
887,,9,543,0,527,71
888,995,,506,97,63,
889,,9,751,88,629,130
890,,6,666,57,64,137
891,145,,244,79,150,
892,,7,813,54,745,146
893,,4,336,61,490,139
894,,1,365,72,987,168
895,62,,219,2,318,
896,602,,370,48,200,
897,517,,343,84,178,
898,738,,989,55,858,
899,,3,981,42,543,155
900,139,,800,14,387,
901,,5,396,55,168,135
902,306,,914,47,488,
903,,8,553,59,361,165
904,65,,676,91,469,
905,,3,49,98,240,145
906,,5,531,58,368,50
907,692,,112,68,16,
908,,10,247,67,163,76
909,343,,707,20,295,
910,,3,56,3,932,81
911,,10,557,28,769,164
912,194,,707,9,325,
913,989,,402,34,897,
914,,6,167,92,941,153
915,58,,925,84,444,
916,,10,340,64,355,115
917,,10,348,97,990,62
918,,10,639,38,290,179
919,,6,871,54,470,57
920,,8,459,92,643,136
921,949,,87,58,612,
922,271,,576,4,256,
923,550,,622,81,855,
924,,3,847,20,305,74
925,197,,244,20,690,
926,,2,76,62,917,53
927,902,,704,61,907,
928,,7,514,76,945,127
929,,6,415,74,467,85
930,695,,982,58,180,
931,,8,41,83,184,193
932,,6,310,12,411,168
933,600,,29,14,445,
934,638,,538,90,621,
935,,3,989,8,64,107
936,900,,821,16,554,
937,,2,119,83,92,169
938,,4,429,47,230,175
939,,4,774,76,891,143
940,43,,204,95,949,
941,465,,817,8,24,
942,,2,305,72,966,69
943,,5,666,52,875,134
944,,2,315,24,179,122
945,,6,214,8,674,196
946,966,,89,6,184,
947,544,,455,27,792,
948,60,,668,50,830,
949,457,,237,72,378,
950,990,,358,33,387,
951,14,,739,89,89,
952,,7,131,76,669,117
953,,5,888,32,653,88
954,53,,497,98,825,
955,277,,560,34,570,
956,,9,666,55,306,144
957,,7,729,36,501,137
958,871,,700,95,460,
959,380,,101,88,971,
960,,6,752,55,443,191
961,523,,794,4,437,
962,,6,522,54,222,122
963,325,,642,53,115,
964,21,,421,52,573,
965,662,,659,82,817,
966,804,,702,71,715,
967,722,,594,93,658,
968,,9,158,43,19,83
969,,2,286,96,982,156
970,,10,671,32,873,106
971,,4,446,85,133,57
972,137,,243,13,952,
973,,7,762,99,248,98
974,,5,590,68,631,85
975,968,,620,40,543,
976,,4,975,98,399,84
977,583,,322,91,500,
978,956,,588,83,221,
979,765,,408,83,795,
980,785,,939,88,954,
981,851,,385,2,89,
982,367,,472,30,487,
983,424,,960,39,125,
984,,1,623,61,376,160
985,200,,146,30,45,
986,,9,187,69,475,168
987,,9,456,68,7,183
988,,10,886,30,270,180
989,804,,443,87,263,
990,100,,919,94,422,
991,,2,385,63,683,128
992,852,,264,69,376,
993,,9,430,74,19,175
994,,8,300,76,774,157
995,806,,556,63,70,
996,129,,664,79,193,
997,416,,264,100,460,
998,164,,535,38,653,
999,606,,841,54,890,
1000,,3,198,94,376,166
